SourceFile,SourceLineStart,SourceLineEnd,SourceSHA256,TargetID,TargetSHA256,Disposition
Datasheet.md,1,2,bc2c95439ca130b1046c44b62064ee15ae2fd36ff284908d1ddcfc3df4f5254b,CLM-001,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Datasheet.md,3,20,bc2c95439ca130b1046c44b62064ee15ae2fd36ff284908d1ddcfc3df4f5254b,CLM-002,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Datasheet.md,21,36,bc2c95439ca130b1046c44b62064ee15ae2fd36ff284908d1ddcfc3df4f5254b,CLM-003,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Datasheet.md,37,47,bc2c95439ca130b1046c44b62064ee15ae2fd36ff284908d1ddcfc3df4f5254b,CLM-004,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Datasheet.md,48,54,bc2c95439ca130b1046c44b62064ee15ae2fd36ff284908d1ddcfc3df4f5254b,CLM-005,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Datasheet.md,55,127,bc2c95439ca130b1046c44b62064ee15ae2fd36ff284908d1ddcfc3df4f5254b,CLM-006,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Datasheet.md,128,139,bc2c95439ca130b1046c44b62064ee15ae2fd36ff284908d1ddcfc3df4f5254b,CLM-007,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Specification.md,1,2,c02754db3789147ab90a4428d13d78056c36ca423212e3e07f6d4869e4f499a8,CLM-008,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Specification.md,3,24,c02754db3789147ab90a4428d13d78056c36ca423212e3e07f6d4869e4f499a8,CLM-009,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Specification.md,25,45,c02754db3789147ab90a4428d13d78056c36ca423212e3e07f6d4869e4f499a8,CLM-010,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Specification.md,46,56,c02754db3789147ab90a4428d13d78056c36ca423212e3e07f6d4869e4f499a8,CLM-011,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Specification.md,57,71,c02754db3789147ab90a4428d13d78056c36ca423212e3e07f6d4869e4f499a8,CLM-012,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Specification.md,72,87,c02754db3789147ab90a4428d13d78056c36ca423212e3e07f6d4869e4f499a8,CLM-013,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Specification.md,88,90,c02754db3789147ab90a4428d13d78056c36ca423212e3e07f6d4869e4f499a8,CLM-014,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Procedure.md,1,2,98823488e3ee2a51b5cf93f92454eeaa1946efd309eeab753de2c383f1dc2ccb,CLM-015,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Procedure.md,3,8,98823488e3ee2a51b5cf93f92454eeaa1946efd309eeab753de2c383f1dc2ccb,CLM-016,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Procedure.md,9,17,98823488e3ee2a51b5cf93f92454eeaa1946efd309eeab753de2c383f1dc2ccb,CLM-017,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Procedure.md,18,83,98823488e3ee2a51b5cf93f92454eeaa1946efd309eeab753de2c383f1dc2ccb,CLM-018,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Procedure.md,84,97,98823488e3ee2a51b5cf93f92454eeaa1946efd309eeab753de2c383f1dc2ccb,CLM-019,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
